department,title,date,link,context,images
도시공학과,[대학원] 대학원 2024년 8월 학위수여식 안내,24.08.20,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=209067&article.offset=20&articleLimit=10,"연세대학교 대학원 2024년 8월 학위수여식 안내영예의 학위 취득을 진심으로 축하드립니다.- 학위수여식 일시 및 장소 : 2024. 8. 30(금) 오전 11 시, 대강당- 2024년 8월 학위취득 대상자 조회 / 석사학위가운대여 / 학위기 수령 등 자세한 사항은 첨부파일 참고해주세요.",
도시공학과,[학부] [안내] 2024년 8월 졸업자 학위수여식 및 학위가운 대여 안내,24.08.16,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208925&article.offset=20&articleLimit=10,,image\IYEylkuEgkrPppvRZnWr.png
도시공학과,[대학원] 2024학년도 2학기 학위논문 연구계획서 제출 및 논문심사 일정 안내,24.08.12,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208620&article.offset=20&articleLimit=10,"2024학년도 2학기 학위논문 연구계획서 제출 및 논문심사 일정 안내대학원 학칙 제7장 학위논문(학위논문에 관한 내규) 따라 연구계획서를 작성하여 주시고,체제검사를 지도교수에게 받은 후에 예비심사 및 본심사에 임하시기 바랍니다.학위논문연구계획서 제출 및 논문심사위원 등록은반드시 학생이 직접학사포털에 입력 및 저장해야합니다.1. 제출자격가. 직전학기(2024-1)까지 자격시험(외국어, 종합시험) 합격자에 한함.(단, 휴학생은 제출불가)나. 2024-2학기 수강신청을 포함하여 수료요건 충족이 가능한 자2. 학위논문 연구계획서 제출 절차- 학사포탈시스템(http://portal.yonsei.ac.kr) → 학사행정 → 졸업 → 학생 →'졸업심사유형지정' 메뉴 이동 → 졸업심사유형 '학위논문' 선택후 '신청' 클릭(필수) →연구계획서 제출→연구윤리준수서약서 동의(필수) → 연구계획서 입력 · 저장 → 연구계획서 학사포털 제출 → 지도교수 승인, 학과 승인 → 대학원 승인- 입력마감 : 2024. 9. 13(금)3. 심사위원 등록- 지도교수와 상의하여 포탈시스템→논문심사위원등록 메뉴에서 등록- 단, 24-2학기에 학위논문 연구계획서 제출한박사(통합)과정은지도교수만 입력4. 유의사항- 연구계획서 입력 시 “학위논문 연구윤리 준수서약서”에 동의하여야만 입력가능.- 연구지도는 연구계획서 승인학기부터 수강한 연구지도 수강내역이 졸업요건에 반영됩니다.- 2006-2학기 이후 박사과정 신입생은 영문으로 논문을 작성해야 함.- 박사 및 통합과정은 연구계획서를 제출한 다음학기에 논문 예 · 본심을 받을 수 있음.(학위논문에 관한 내규 제2조에 의해 박사과정은 2학기이상 논문지도를 받아야 함: 연구계획서의 포탈입력 및 승인받은 학기에는 심사를 받지 못하고, 그 다음학기에 논문심사를 진행하게 됨을 각별히 유의!).기타문의사항 02.2123.2890",
도시공학과,[대학원] 24-2학기「연구지도」교과목 수강신청 관련 안내,24.08.12,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208619&article.offset=20&articleLimit=10,"「연구지도」교과목 수강신청 관련 안내﻿가.「연구지도」교과목 일괄 수강신청1)대상_ 대학원에서 연구지도 과목 일괄 수강신청 처리: 석사, 박사, 통합중단 포함_진급학기 기준 4학기 이상 재학생: 통합_진급학기 기준 6학기 이상 재학생2)「연구지도」교과목 일괄 수강신청은 수강신청 기간 시작일(8월16일)기준으로3~4일전에 진행될 예정이며,이후에 복학 또는 재입학한 학생들에게는 적용되지 않음3)일괄 수강신청 처리 이후에복학하거나 재입학한 학생 중「연구지도」교과목수강이 필요한 경우,수강신청 기간 또는 수강신청 확인 및 변경기간에 반드시본인이 직접 수강신청 시스템을 통해 신청 해야 함.나.「연구지도」교과목 삭제 금지1)「연구지도」교과목은 학생이 수강내역에서 직접 삭제 불가2)「연구지도」교과목을 반드시 이수해야 하는 학생이 본인의 실수 또는 졸업요건 에 대한 사전지식 미비 등의 이유로 일괄 수강신청 처리가 완료된 상태에서「연 구지도」교과목을 삭제하여 요건 미충족으로 졸업을 하지 못하는 상황을 방지하 기 위함3)일괄 수강신청 처리가 완료된「연구지도」교과목을 삭제해야 할 불가피한 사유 가 있을 경우, 신청서 학과에 제출(단,삭제 사유가 타당하지 않을 경우 삭제 불가)다.복학생,재입학생,과정변경(통합중단)학생에 대한「연구지도」교과목 수강 안내구분확인사항복학복학한 학생 중 석∙박사4학기,통합6학기 이상 학생은연구지도 일괄 수강신청 대상에 포함되지 않을 수 있으니,반드시 본인의 수강내역에 연구지도 교과목이 신청되어 있는지 확인하고,신청되어 있지 않을 경우 직접 연구지도 과목을 수강신청해야 함.재입학2024학년도 2학기 재입학 허가자 중 석∙박사4학기,통합6학기 이상 학생들은수강신청 확인 및 변경기간(9월 4일~6일)에 반드시 본인이 직접 연구지도 과목을 수강신청해야 함.과정변경(통합중단)통합→석사 과정변경 대상자 중 통합중단4학기 이상학생들은반드시 연구지도1과목을 수강신청해야함.(일괄 수강신청 처리가 되어 있지 않을 경우,본인이 직접 수강신청)연구지도2과목 삭제가 필요한 경우,아래의 신청 오류자 처리 절차에 따라 진행할 것라.「연구지도」신청 오류자 처리1)연구지도 과목은 선입력과 수강신청만 가능하며,학생 본인이 수강과목 목록에서 삭제할 수 없음2)본인의 학위과정에 부합하는 연구지도 과목 이외의 다른 연구지도 과목을 신청하였을 경우,[붙임5]의 양식에 기재하여연구지도 삭제요청 양식을 8.21(수)까지 ie@yonsei.ac.kr 제출마.학∙석연계과정3학기 재학생 또는 학기단축 희망 학생의「연구지도」수강신청1)진급학기 기준 석사3학기,박사2학기 재학생 중 학위수여 요건을 충족한 경우 「연구지도」수강신청 가능2)학∙석연계과정3학기 재학생은 반드시 연구지도 과목 신청을 확인하시기바랍니다.※3학기 재학생은 선입력 대상에 포함되지 않으며,본인이 직접 연구지도 과목을 학사포탈을 통해 수강신청할 수 없으므로 반드시 신청서를 제출해야 처리가능3)[붙임4]의 수강신청서를 8.28(수)까지 ie@yonsei.ac.kr 제출4)관련 근거:대학원 학칙 제8조의④ 각 학위과정의 학생 중 학위수여 자격 요건 을 충족한 학생은 정규등록을 한 학기 단축할 수 있다.단,통합과정의 학생 및 석사학위 논문 대체실적을 통해 학위를 취득하고자 하는 자는 제외한다.",
도시공학과,[학부] [안내] 2024-2학기 학부 수강신청 안내,24.08.12,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208605&article.offset=20&articleLimit=10,"1. 2024학년도 2학기 학부 수강신청 일정 안내자세한 내용은 수강편람 조회(https://underwood1.yonsei.ac.kr/com/lgin/SsoCtr/initExtPageWork.do?link=handbList&locale=ko)에서 2024학년도 2학기 수강편람_240701배포용을 참고하시기 바랍니다.2. ""도시계획을위한표현기법(구:스마트한도시설계표현기법""을 1학년 외에 학년이 수강신청을 하고자 하는 경우,담당교수님께 이메일을 사전에 보내시어 수강여부를 확인하시기 바랍니다.",image\CoewrylktkeqJiVvUoYj.png
도시공학과,[학부] [안내] 도시공학과 졸업요건표 안내,24.08.12,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208604&article.offset=20&articleLimit=10,"학부 학생들의 졸업요건표를 공지합니다.내용과 관련한 문의사항은 학과 사무실로 연락주시기 바랍니다.* 학과 사무실 연락처: 02-2123-2890/ urban@yonsei.ac.kr- 졸업요건은 입학년도를 기준으로 기재되었습니다.표에 포함되지 않은 교과목의 인정여부는 학과 사무실에서 확인하시기 바랍니다.- 교과목명은 해당년도를 기준으로 기재되었습니다.교과목명이 다르더라도 학정번호가 같다면 동일 교과목이니, 참고하시기 바랍니다.- 졸업요건표를 꼭 확인하시고, 궁금한 내용 및 이수 여부 등의 문의가 있을 경우,학과 사무실로 전화 혹은 이메일 주시기 바랍니다.",
도시공학과,[학부] [장학] 2024년 동산장학회 장학생 선발 안내,24.08.08,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208389&article.offset=20&articleLimit=10,"2024년 동산장학회 장학생에 지원하고자 하는 학생은제출서류 원본을 공과대학 행정1팀(제1공학관 N601호 장학담당자 김한빈)으로 제출하기 바랍니다.* 최종추천 대상자는 공과대학에서 선발합니다.* 기타문의사항은 02-2123-2734로 문의하시기 바랍니다.- 제출기한: 2024년 8월 23일(금)- 선발대상: 공과대학 7명- 선발조건: 이공계 전공 새터민(북한 출생), 성적이 우수하고 생활 환경이 어려운 학생- 장학금액: 생활비성 장학금 8백만원(1년)- 제출서류: 장학생 지원서(사진첨부필수), 장학생 추천서, 재학증명서 및 성적증명서- 유의사항: 사진 촬영본 서류 제출 불가",
도시공학과,2024 International Conference of Asia Pacific Planning Societies (ICAPPS) 대학(원)생 도우미 모집 안내,24.08.07,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208341&article.offset=20&articleLimit=10,"2024 International Conference of Asia Pacific Planning Societies (ICAPPS)대학(원)생 도우미 모집 안내2024년 8월 22일(목)부터 8월 24일(토)까지 연세대학교 신촌캠퍼스에서 개최되는2024 International Conference of Asia Pacific Planning Societies (ICAPPS) 국제학술대회에서 도움을 줄 대학(원)생을 모집합니다.국제 학술대회 경험을 쌓고 다양한 사람들과 소통할 수 있는 기회를 제공하니 많은 지원 바랍니다.모집 일정 및 역할1. 2024년 8월 22일 (목요일)ﾷ업무(1) 국제 학술대회 참가자 대상 현장 등록 안내(2) 개회식 운영 보조ﾷ장소: 제4공학관, 학생회관, 백양누리 그랜드볼룸 (단, 상황에 따라 변경 가능성 有)ﾷ예상 시간: 오후 1시 - 오후 8시ﾷ모집 인원: 7명2. 2024년 8월 23일 (금요일)ﾷ업무(1) 국제 학술대회 참가자 대상 현장 등록 안내(2) 세션(Session) 발표 준비 보조 및 진행 보조(3) 개·폐회식 운영 보조ﾷ장소: 제4공학관, 백양누리 그랜드볼룸 (단, 상황에 따라 변경 가능성 有)ﾷ예상 시간: 오전 7시 30분 - 오후 8시ﾷ모집 인원: 21명3. 2024년 8월 24일 (토요일)ﾷ업무: 테크니컬 투어(Technical Tour) 진행 보조[코스 1] - 서울: 연세대학교 → 북촌한옥마을 → 청계천 → 서울역사박물관[코스 2] - 인천 송도: 연세대학교 → 한중문화관 → 인천도시역사관 → 센트럴파크ﾷ예상 시간: 오전 8시 - 오후 4시ﾷ모집 인원: 7명4. 급여 및 혜택ﾷ일당 10만 원ﾷ중식 제공5. 우대 사항ﾷ학술 연구에 관심이 많은 도시공학과 대학(원)생ﾷ영어를 사용하는 데 두려움이 없는 대학(원)생6. 선발결과 발표ﾷ2024년 8월 16일 금요일ﾷ선발된 분들께는 개별적으로 휴대폰으로 연락 드립니다.많은 관심과 지원 바랍니다.신청 링크:https://forms.gle/zR4YivdRTFTHzPVBA",
도시공학과,[학부] [안내][일정변경]도시공학종합설계 연구주제 제출 안내,24.08.06,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208294&article.offset=20&articleLimit=10,"도시공학종합설계 연구주제 제출 안내1. 4학년 학생은 도시공학종합설계 과목(3학점) 수강 신청 및 팀 구성2. 팀은 2인 1조로 구성함3. 팀 구성을 못 한 학생은 연구주제만 제출4. 지도교수님 배정: 학과 배정5. 연구주제 및 팀 구성원 명단은8월 27일(화)까지 이메일(urban@yonsei.ac.kr) 제출(*일정연기)팀 구성원학번학번성명성명연구주제희망지도교수※ 공적 사정으로 손봉수 교수님은 희망지도교수로 신청할 수 없습니다.6. 세부일정 안내- 2,3학년 희망 팀 제출: 9월 2일(월) ~ 9월 6일(금)(*일정변경)- 첫 수업:9월 6일(금) 오후 4시 제1공학관 S102호",
도시공학과,[학부] [장학] 2024학년도 2학기 정봉숙 장학생 선발 안내,24.08.05,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208241&article.offset=20&articleLimit=10,"게시글 내용게시글 내용1. 추천대학 및 인원: 공과대학 2명2. 추천대상: 경제적으로 형편이 어려운 정규학기 학부 재학생(휴학생, 학기초과자 제외)직전학기 12학점 이상 이수하고 평량평균 2.5이상인 학생3. 장학금액: 1,000,000원 (등록금 또는 생활비 지원 가능)*생활비 장학금으로 지급할 경우 10월 중간고사 기간에 지급 예정4. 제출서류가. 성적증명서나. 학자금 지원구간 통지서(2024학년도 2학기 기준)(한국장학재단 홈페이지 → 장학금(상단메뉴) → 증명서발급 → 지원구간 통지서발급)- 2학기 소득분위 산정이 안된경우 2024학년도 1학기 통지서- 국가장학금 미신청 한 경우 부모님 건강보험료납부확인서다. 재학증명서5. 제출기간:2024년 8월 14일까지 공과대학 행정1팀 장학 담당자(제1공학관 N601호 김한빈선생님)앞으로 원본 서류 제출.",
도시공학과,[학부] [장학] 2024학년도 2학기 김순전 장학생 선발 안내,24.08.05,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208239&article.offset=30&articleLimit=10,"1. 추천인원: 공과대학 2명2. 추천대상: 가계곤란자(직전학기 12학점 이상 이수, 평량평균 2.5 이상)3. 장학금액: 1인당 1,500,000원(등록금 지원 장학금으로 등록금 범위 내에서 중복수혜 가능)4. 제출서류가. 성적증명서나. 학자금 지원구간 통지서(2024학년도 2학기 기준)(한국장학재단 홈페이지 → 장학금(상단메뉴) → 증명서발급 → 지원구간 통지서발급)-2학기 소득분위 산정이 안된경우 2024학년도 1학기 통지서-국가장학금 미신청 한 경우 부모님 건강보험료납부확인서다. 재학증명서5. 제출기간:2024년 8월 14일까지 공과대학 행정1팀 장학 담당자(제1공학관 N601호 김한빈선생님)앞으로 원본 서류 제출.",
도시공학과,[학부] [장학] 2024학년도 2학기 「산운(山雲) 이병호 자유 장학금」 장학생 선발 안내,24.08.05,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208224&article.offset=30&articleLimit=10,"2024학년도 2학기 「산운(山雲) 이병호 자유 장학금」 장학생에 지원하고자 하는 학생은제출서류 원본을 공과대학 행정1팀(제1공학관 N601호 장학담당자 김한빈)으로 제출하기 바랍니다.* 제출기한 : 2024. 9. 2.(월) 낮 12시* 최종 추천 대상자는 공과대학에서 선발합니다.* 기타 문의사항은 02)2123-2734로 문의 바랍니다.1. 신청자격가. 경제적 어려움으로 인해 학비 마련이 어렵거나 학업 수행에 곤란을 겪고 있는 학생나. 대한민국 국적이며, 2024학년도 1학기를 포함하여 3개 학기 이상 수료한 학부 재학생(편입학생은 편입 후 3개 학기 이상 수료)다. 2024학년도 1학기 이수학점 15학점 이상, 평량평균 3.0/4.3 이상라. 제외 대상: 평점이 부여되지 않는 과목(P/NP 및 S/U 평가 과목)에서 NP나 U의 성적을 받은 자, 학기 초과자, 간호대학 진급자, 졸업예정자 복수전공 전형 합격자, 징계자2. 선발인원: 공과대학 2명3. 장학금액: 1인당 생활비성 장학금 700만원(타 장학금과 중복수혜 가능)4. 제출서(접수된 서류는 반환하지 않음.)가. 신청서 및 자기소개서 (첨부파일1)나. 대한민국 국적을 확인할 수 있는 신분증 사본(주민등록증, 운전면허증, 여권 등)다. 학과장 추천서 (첨부파일2)라. 재학증명서마. 성적증명서(2024학년도 1학기 포함)바. 소득분위 증빙서류사. [해당자에 한함] 본인 또는 부모의 기초생활수급자 또는 차상위계층 증명서- 증명서 발급자가 부모인 경우, 가족관계증명서 추가 제출아. [위 바, 사에 해당하지 않는 경우]1) 가족관계증명서2) 부/모의 최근 1년간 지방세 세목별 과세증명서 또는 재산세 납세증명서- ‘해당 사항 없음’의 경우에 ‘해당 사항 없음’이 기록된 상태로 발급, 제출할 것(민원포털 민원24나 각 지역 지방세 납부 사이트 확인)3) 부/모의 최근 1년간 소득 관련 증빙서류- 소득금액증명원- 소득이 없는 경우 사실 증명(세무서 발급)자. 선택 증빙서류(원하는 경우만 제출)1) 가계 곤란 증빙서류 (예: 파산증명서, 부채증명서, 직계가족의 장기입원확인증명서, 실직증명서 등)5. 장학생 의무 사항가. 이 장학 사업과 관련한 공식 행사(장학금 수여식 등)에 참석나. 사업 주관 부서가 제출을 요구하는 자료 등을 성실히 제출다. 자신의 학적상태 및 신변에 주요한 변동이 있는 경우, 사업 주관 부서에 신속하게 알림라. 그 외 사업 주관 부서의 요청에 적극 협조6. 특이사항가. 생활비성 장학금으로 타 장학금과 중복 수혜 가능함나. 「산운 이병호 진리/자유 장학금」 수혜 횟수는 총 4회로 제한함",
도시공학과,[대학원] 2024학년도 2학기 수강신청 안내,24.07.31,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=208021&article.offset=30&articleLimit=10,"2024학년도 2학기 수강신청 안내2024학년도 2학기 일반대학원 수강신청과 관련하여 안내드리오니,대학원생 여러분은 아래 사항을 반드시 확인하여 주시기 바랍니다.▶ 수강신청 관련 업무는 모두 연세 포털서비스 시스템을 통하여 이루어지므로 반드시 정해진 기간 내에 본인이 직접 수강 신청하시기 바랍니다.첨부 수강신청 안내문에 기재된 학생의 학기는 진급학기를 의미합니다. (http://portal.yonsei.ac.kr)▶ 대학원 학칙 제 21조 2항 (학사경고)에 의거,매학기 재수강전 직전학기 성적 평균이2.0미만인 경우에는 학사경고를 받게 되고,학사경고 총 2회를 받을 경우에는 성적불량으로 제적됩니다.성적불량으로 제적된 자가 재입학 후 학사경고를 1회 받게 되면 성적불량으로 제적되어 재입학이 불가하오니, 수강신청 및 학점관리에 주의하여 주십시오.▶ 초과학기자(석사/박사 5학기 이상, 통합 7학기 이상)는 수강신청 학점수(일반수강, 청강, 학부보충과목 포함)에 따라 등록금이 가산됩니다.▶ 학생 개개인의 수강신청에 지장이 없도록첨부의 수강신청 안내문을 반드시 확인하여 주시기 바랍니다.1. 신입생 및 재학생 수강신청 기간(학부보충수강신청 포함) : 2024. 8. 16.(금) ∼ 8. 22.(목)※수강신청은 상기 수강신청 기간 중 매일 오전10:00부터23:59까지 가능합니다. (토요일과 일요일은 수강신청 불가)*수강신청 시스템 로그인은 상기 기간 중 오전 9:00부터 가능합니다.2. 복학생 수강신청차수복학신청기간수강신청1차7. 15.(월) 00:00 ~ 8. 15.(목) 23:598. 16.(금) ∼ 8. 22.(목)9. 4.(수) ∼ 9. 6.(금)2차8. 16.(금) 00:00 ~ 8. 27.(화) 23:593차8. 28.(수) 00:00 ~ 9. 3.(화) 23:593. 수강신청 확인 및 변경기간 (학부보충 수강신청 포함): 2024. 9. 4.(수) - 9. 6.(금)※수강신청 확인 및 변경은 상기 기간 중 오전10:00부터23:59까지 가능합니다. (로그인은 9:00부터 가능)",
도시공학과,[대학원] 2024 - 2학기 휴학 · 복학 신청 및 학적 관련 안내,24.07.29,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=207869&article.offset=30&articleLimit=10,"2024 - 2학기 휴학 · 복학 신청 및 학적 관련 안내2024 Fall Semester Guidance on: Leave of Absence, Reinstatement and other Academic Records대학원 휴학 · 복학 신청을 안내 하오니 신청하실 학생께서는 첨부 문서를 확인하신 후해당되는 기간에 휴학 · 복학 신청을 진행하시기 바랍니다.Please refer to the attached files and those who are willing to apply for leave/return for 2024 Fall Semester,please do so during the designated period.연세대학교 대학원Yonsei University Graduate School",
도시공학과,[학부] 2024년 대학협력 모아주택·모아타운 프로젝트 작품전시회 안내,24.07.22,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=207574&article.offset=30&articleLimit=10,"2024-1 커뮤니티재생계획및설계 수업에서 진행한 설계 작품들 및 제 2회 모아주택 모아타운 참여대학 별우수 작품들이 전시가 아래와 같이 진행되니 많은 관심과 방문 부탁드립니다.산자락, 구릉지 등 다양한 모아타운 대상지에 대한 대학생들의 참신한 아이디어를 확인하는 특별한 기회!2024년 대학협력 모아주택·모아타운 프로젝트 작품전시회 소개합니다.다양한 작품을 만나볼 수 있으니, 모아주택·모아타운에 관심 있는 분들의 많은 참여 부탁드립니다.- 행사명 : 2024년 대학협력 모아주택·모아타운 프로젝트 작품전시회- 주최 : 서울특별시 모아주택·모아타운- 참여대학 : 연세대, 가천대, 건국대, 고려대, 국민대, 단국대, 숭실대. 중앙대, 국립한국교통대, 한남대, 한양대, 홍익대- 장소 : 서울도시건축전시관 갤러리 3(지하 3층)- 일시 : 2024년 7월 9일(화) ~ 8월 18일(일)",
도시공학과,[대학원] 2024년 8월 졸업예정자 학위논문 제출 안내,24.07.02,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=192636&article.offset=30&articleLimit=10,"<2024년 8월 졸업예정자 학위논문 제출 안내>구분내 용제출절차* 도서관 학위논문 제출 시스템(https://dcollection.yonsei.ac.kr)에 접속 → 로그인 → ‘학위논문제출’ 클릭 → ‘자료제출’ 클릭 (제출방법 및 FAQ 매뉴얼 참조) → ‘개인정보 수집 및 이용에 대한 동의“ → 제출정보 입력 → 논문파일 등록 → 논문정보(메타정보) 등록 → 저작권정보 설정 → 최종확인 및 제출 → 제출처 검증 후 승인 → “제출내역”에서 저작권동의서와 제출확인서 출력 → 학위논문 4부와 저작권동의서, 제출확인서 지참 후 학위논문 제출처 방문 → 학위논문 및 저작권동의서, 제출 확인서 제출* 제출확인서는일반대학원은 학위논문 제출처(도서관)에 제출* 도서관 홈페이지의 학위논문 제출방법 및 FAQ 참조(필독)제출자료* 온라인 제출 - 원문파일(PDF)* 완성본 제출 -학위논문4부(심사위원 전원이 날인 또는 사인한 원본1부 포함)(단, 저작권 비동의 학위논문과 일반대학원 법학과 학위논문은 5부 제출)- 학위논문 제출확인서 1부- 저작권동의서 1부제출장소* 학위논문 제출처 : 연세·삼성 학술정보관 1층 MakerSpace(미래캠퍼스 소속 학생은 미래도서관에 제출하고, '학위논문 제출확인서'를 미래캠퍼스 대학원 행정지원팀에 제출)제출일시* 제출일 엄수 : 심사위원 서명 날인 누락으로 제출기한이 경과되지 않도록 주의* 온라인제출: 2024. 7. 2.(화) 09:00 ~ 7. 8.(월) 17:00 (기간 중 24시간 상시 가능)* 책자 학위논문 제출: 2024. 7. 9.(화) ~ 7. 15.(월) 09:00 ~ 17:00 (주말 제외, 기간엄수)박사학위통계조사* 2024년 8월 신규 박사학위 취득 예정자 인터넷 통계조사 참여 :2024. 8. 26(월)까지(http://www.narastat.kr/emdh)학위논문제출방법 및 FAQ” 숙지 후 요청 사항은온라인 요청폼(반송/도서관제목 수정 등)을 통해 요청* 학위논문 온라인 및 책자 제출 문의:전화번호: 02) 2123-4643/4644(제출처 운영시간 : 평일 09:00 ~ 17:00)E-mail :thesis@yonsei.ac.kr* 유 의 사 항1. 학위논문 본심사 실시 결과 입력/정정 기간:2024. 6. 20(목) - 6. 24(월)2.확인사항(필수):영문성명(증명서에 반영되는 사항이므로 여권과 동일하도록 권고),제목,언어(국,영문)등- 영문성명, 논문제목, 논문작성언어 등 수정 사항 발생 시 소속학과 사무실을 통해 반드시 수정 요청- 학사포털의 영문성명으로 학위기와 각종 영문증명서가 발급되므로 반드시 확인바랍니다.3. 박사학위논문 공표 :「고등교육법시행령제 51조」및 「대학원 학위논문에 관한 내규 제19조(학위문의 공표)」에 의거 박사학위 취득 후 1년 이내에 학계에 공표해야 합니다.(지정된 공표 형태는 없으므로, 단행본 발간, 관련 학회지 게재, 정기간행물 게재, 외국국제학술지 게재, 학술세미나 발표. 도서관 논문원문 게시 등의 공표 형태를 학위 취득 1년 뒤 소속학과 설문조사에 회신)4.최종 학위논문 제목(국,영문)이 변경된 경우,학사포털을 통해 반드시2024. 7. 15(월)까지 변경해야 합니다.5. 대학원 학칙 제42조(학위수여) ① 학위는 학위수여 자격을 충족하고 학위논문을 제출한 학생에게 대학원운영위원회의 의결을 거쳐 총장이 수여한다.6. 제출된 학위논문과 관련하여 성명, 생일, 학위명, 논문제목, 전공, 지도교수 등의 정보가 국회도서관과교육부 산하 한국직업능력개발원에 제공됨을 알려드립니다.[ 학위논문 제출 대상 ] 학과 및 대학원 졸업요건을 모두 충족하여 8월 졸업이 가능한 자[ 학위논문 온라인 제출 ]- 제출기간:2024. 7. 2.(화) 09:00 ~ 7. 8.(월) 17:00 (기간 중 24시간 상시 가능)- 제출방법: 학위논문 온라인 제출 사이트(http://dcollection.yonsei.ac.kr) 접속 -> 로그인 후 제출 (ID/PW는 연세포털과 동일)- 파일형식: pdf 형식으로만제출(다른 포맷으로 제출 시 오류가 발생할 수 있습니다.)-온라인 제출 시 인준서 페이지 심사위원 서명은 필수는 아니나심사위원명은 반드시 기재(단, 책자제출 시는 인준서 원본 1부에 심사위원 서명 또는 날인 필수)-책자학위논문은온라인 제출을 승인 받은 후 책자 학위논문을제출해야합니다.- 제출 과정은 학위논문 온라인 제출 매뉴얼(첨부파일)을 참조해주십시오. (학위논문 제출방법 및 FAQ 참조)일반공지 | 공지사항 | 연세대학교 학술문화처 도서관 (yonsei.ac.kr)[ 책자 학위논문 제출 ]- 제출기간:2024. 7. 9.(화) ~ 7. 15.(월) 09:00 ~ 17:00 (주말 제외, 기간엄수)- 제출장소:연세·삼성 학술정보관 1층 MakerSpace- 학위논문제출처- 제출서류:①,②,③ 모두 제출① 학위논문 :석사, 박사 하드커버 4부* 인준서에 심사위원 도장 또는 서명이 포함된 원본 1부(필수) + 나머지 사본 3부** 단, 온라인 비공개 학위논문, 일반대학원 법학과 학위논문은 5부*** 표지 색깔 :석사 학위논문은 진한 감(紺)색, 박사학위논문은 흑(黑)색.석사학위 논문을 종이 제본하는 경우에는 회백색②저작권 이용동의서 1부(본인 서명 필수)③제출확인서 1부(날인 후 소속 대학원에 제출/일반대학원은 제출처에 제출)* 이용동의서, 제출확인서는 온라인 제출 승인 이후 출력 가능* 학위논문은 논문의 내용과 함께 논문을 구성하는 양식, 규격, 체제가 일정한 형식을 갖추어야 합니다.따라서학위논문은 연세대학교 출판부 발행한「새논문작성법」및 대학원 학위논문에 관한 내규(대학원 학칙 및 내규집)에 따라 작성하여 주시고,체제검사를 지도교수에게 지도받으시기바랍니다.(중요)연세대학교 일반대학원 학위논문 작성법(체제) 안내 :https://graduate.yonsei.ac.kr/graduate/academic/paper06.do[ 기타 ]- 책자 대리제출시 제출자 본인의 신분증(학생증 가능)을 대리자가 지참하여 제출처로 방문하시기 바랍니다.(세부사항은 학위논문 제출처에 문의)- 온라인 제출 이후, 검증작업에 시간이 걸릴 수 있습니다. 책자제출 마감기한을 넘지 않도록 스케줄 관리에 유념하시기 바랍니다.- 박사학위 취득자는 한국직업능력개발원의 2023년도 하반기 국내신규박사학위취득자조사에 협조해주시면 감사하겠습니다.(참고)일반대학원 교내공지사항 게시판읽기 ( 2024년도 하반기 ( 8월 ) 국내 신규 박사학위 취득자 조사 ) | 대학원 (yonsei.ac.kr)",
도시공학과,[학부] [장학] 2024년 2학기 농림축산식품부 대학장학금 장학생 선발안내,24.07.01,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=192533&article.offset=30&articleLimit=10,,image\pOrNiAamrDNPSnnTtvjn.png
