department,title,date,link,context
사학과,2023년 8월 학위가운 배부 관련 안내,2023.07.21,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=170434&article.offset=20&articleLimit=10,"2023년 8월 학위가운 대여 관련하여 안내드립니다.아래 내용과 첨부 파일을 확인해주시기 바랍니다.감사합니다.----------------------------------------------------------------------------1. 대여 대상자: 2023년 8월 졸업대상자2. 주요 일정내용일정비고학위가운 필요수량 확인~ 7. 31.(월)- 전자우편으로 별도 안내 예정학위가운 배송8. 7.(월)~ 8. 18.(금)- 위탁관리업체에서 각 대학(원)으로 직접    배송 (문의: 춘추사, 02-312-6661)세탁보관료 납부 및학위가운 대여8. 21.(월)~ 8. 25.(금)- 각 대학(원) 신규 담당자는 정보통신처    정보개발팀(내선 6391)에 학위가운 관리    시스템 권한부여 요청 필요3. 유의 사항가. 배송 가운 중 미대여 수량은 최초 배송 상태(구겨지지 않고 옷걸이에 걸린 상태)    그대로 수거되도록 해주시기 바랍니다.나. 배송 수량과 대여 수량, 미대여 수량을 확인하여, 수거시 업체에 「붙임 2」확인서   를 제출하여 주시고, 한 부는 총무팀으로 제출하여 주시기 바랍니다.다. 학생 편의 및 인원 분산을 위해 공지된 기간보다 대여 기간을 연장거나 주말 대여   를 희망할 경우 각 대학(원) 재량으로 결정하시되, 총무팀과 사전 협의하여 주시기   바랍니다.(단, 대여시작일을 앞당기거나 세탁보관료 납부 기간을 조정하는 것을 불가함)"
사학과,[연세대학교 국학연구원·사학과] 정전 70주년 국학연구원 학술대회(23.07.21.),2023.07.17,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=170187&article.offset=20&articleLimit=10,"안녕하세요,정전70주년을 맞이하여 연세대학교 국학연구원과 사학과가 공동 주최하는 학술 회의에 여러분을 초청합니다.초청의 말씀:연세대학교 국학연구원에서는 탈냉전·글로벌화의 시대를 맞이하여 민족·국가·체제 중심으로 진행되었던 기존 한국학을 성찰하고,한반도를 다중적 공간과 복합적인 역사의 열린 장소로 재설정함으로써 그 속에서 살아왔던 다양한 계층·집단·개인들의 삶을 탐색하고자 합니다.이번 학술대회에서는1953년 정전 협정 이후 현재까지 전개되었던 북한 인민·월남민(越南民)·이산가족·해외동포의 사회사를 다채롭게 분석함으로써,전후 복구·탈식민·국제 교류·해외 이주에 의해 형성된 한반도의 다중적 풍경들을 고찰할 것입니다.체제와 국경을 넘나드는이번 학술대회에 여러분을 초청합니다.주 제:비판적 한반도학의 탐색과 성찰:기억,재현,이산일 시: 2023년7월21일 금요일11:00~17:00장 소:연세대학교 문과대학100주년 기념홀(위당관6층)줌주소:us02web.zoom.us/j/86468301437?pwd=cVdkUzQyczd4RHNWVXpCeDE5K2VkUT09주 최:연세대학교 국학연구원,연세대학교 사학과"
사학과,[대학원] 2023학년도 2학기 재입학 안내,2023.07.14,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=170075&article.offset=20&articleLimit=10,"2023학년도 2학기 대학원 재입학과 관련하여 안내드립니다.자세한 내용은 아래와 붙임파일을 참고해주시길 바라겠습니다.[2023학년도 2학기 대학원 재입학]가. 지원자격: 미등록, 휴학만료, 자원퇴학, 성적불량 제적자※학기만료 제적, 징계 제적자는 재입학 불가나. 제출서류: 재입학 신청양식(재입학신청서, 재입학청원서, 학업계획서), 성적증명서다. 제출기한:8/10(목)까지학과로 제출한 후연세포탈로 신청라. 유의사항: 재입학은 입학정원의 결원이 있을 때 1회에 한하여 허가하고 있으며 결원이 부족할 경우 재입학 승인이 불가할 수 있음."
사학과,[대학원] 2023학년도 2학기 휴복학 안내,2023.07.05,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=169568&article.offset=20&articleLimit=10,2023학년도 2학기 대학원 휴학 및 복학기간을 안내드리오니 아래 내용 및 첨부파일을 확인해주시길 바라겠습니다.
사학과,[연세대 박물관] 한국구석기학회 단기 아르바이트 모집,2023.06.23,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=168966&article.offset=20&articleLimit=10,"안녕하세요. 사학과 사무실입니다.연세대학교 박물관에서 <아시아 구석기학회 국제학술대회 행사> 단기 아르바이트를 모집한다고 하여 전달드립니다.자세한 내용은 아래 사항을 참고해주시길 바랍니다.● 모집인원 : 4명(추후 인원 추가될 수 도 있음)● 담당업무 : 아시아구석기학회 국제학술대회 행사 안내 및 지원● 근무기간 : 2023.8.19.(금) ~ 8.21.(월) 총 4일● 근무조건 : 09:00~18:00 (점심시간 12:00~13:00) ※교통 및 숙식 제공● 근 무 처 : 순천 생태문화교육원 회의장 (전라남도 순천시)● 급    여 : 일급 100,000원(시급 12,500원*8시간)● 제출방법 : kolithic13@naver.com (메일로만 접수)● 제출내용 : 이름 및 연락처"
사학과,[연세사학연구회] 제17회 연세사학연구회 학술발표회(23.06.30.),2023.06.13,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=168166&article.offset=20&articleLimit=10,"안녕하세요 사학과 사무실입니다.2023년 6월 30일 금요일 오후 1시 <식민지 근대의 미디어와 상징>를 주제로 학술발표회를 개최할 예정입니다.이번 행사는 대면으로 진행하며, 장소는 연세대학교 문과대학 100주년 기념홀(위당관 6층)입니다.연세사학연구회 총회는 학술발표회 이후 바로 이어서 진행합니다.여러분의 많은 관심과 참여를 부탁드립니다.감사합니다."
사학과,"2023학년도 2학기 캠퍼스내 복수전공, 졸업예정자 복수전공, 캠퍼스내 연계전공 신청 안내",2023.06.08,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=167790&article.offset=30&articleLimit=10,"2023학년도 2학기 캠퍼스내 복수전공, 졸업예정자 복수전공, 캠퍼스내 연계전공 신청과 관련하여 아래와 같이 안내드립니다.1. 전형별 주요 일정구분전형일정지원서 접수캠퍼스내 복수전공졸업예정자 복수전공연계전공2023. 6. 22.(목) ~ 6. 28.(수)서류 심사캠퍼스내 복수전공연계전공2023. 7. 11.(화) ~ 7. 17.(월)면접 심사졸업예정자 복수전공2023. 7. 18.(화)합격자 발표캠퍼스내 복수전공졸업예정자 복수전공연계전공2023. 7. 31.(월)2. 주요 안내사항: 붙임파일 참고"
사학과,학술문화처 기록관리팀 단기아르바이트 모집(~5.19.),2023.05.17,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=166487&article.offset=30&articleLimit=10,"안녕하세요. 사학과 사무실입니다.학술문화처로부터 기록관리팀 단기 아르바이트를 모집한다고 전달받아,관련 내용을 전달드리고자 공지를 드립니다.흥미가 있으신 학우분께서는 아래 내용을 참고하시고 신청해주시면 감사드리겠습니다.감사합니다.--------------------------------------------------------------------------------------------------------------------------학술문화처 기록관리팀 단기아르바이트 모집(~5/19)● 모집인원 : 2명● 담당업무 : 이관기록 목록 작성, 서가 배치● 자격요건 : 본교생 (재학생, 휴학생, 졸업생)/ 최소 2일 이상 근무가능한 자● 근무기간 : 2023.5.22.(월) ~ 5.31.(수)/ 근무날짜 협의 가능● 근무조건 : 월~금 09:00~17:00 (점심시간 12:00~13:00)● 근 무 처 : 연세삼성학술정보관 728호● 급    여 : 시급 11,000원 (주휴수당 없음)● 제출방법 : archives@yonsei.ac.kr (메일로만 접수)● 제출내용 : 이름/학번/휴대폰번호/근무가능 일시 작성(필수)신청 메일archives@yonsei.ac.kr담당자02-2123-3343아르바이트에 지원하고 싶은 학생은 5월 19일까지archives@yonsei.ac.kr로이름/학번/연락처 적어서 보내주세요."
사학과,2023학년도 2학기 재입학 전형 안내,2023.05.10,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=165999&article.offset=30&articleLimit=10,"2023학년도 2학기 재입학 전형 일정 및 요강을 안내해드리오니 자세한 내용은 아래를 참고해주시길 바라겠습니다.2023학년도 2학기 재입학 전형 요강1재입학 지원 자격대상미등록, 미복학, 성적불량(제적일로부터 2년 경과된 자), 학기초과, 자원퇴학 제적자2모집 단위교육학과 및 약학과를 제외한 전 학과 약간 명1) 교원양성학과는 결원 학년 및 학번에 따라 신청 가능(2015학번 이후 체육교육학과 3,4학년)2) 폐지된 법학과의 경우 행정학과에 한하여 재입학 신청 가능3) 의과대학, 치과대학, 간호대학 학생은 소속대학 행정팀에 신청 가능 여부를 확인하여야 함3전형 방법1) 1단계: 학사지원팀 심사2) 2단계: 대학별 심의위원회 심사(해당 대학·학과)3) 3단계: 재입학 심의위원회 심사※ 필요에 따라 학과에서 시험을 부가할 수 있음※ 위 심사과정에서 하나라도 불가(不可)이면 재입학이 허가되지 않음4제출 서류학사포탈시스템을 통해 청원서, 서약서, 학업계획서, 학적증명서 제출5전형 일정1) 접수 기간: 2023. 5. 30.(화) ~ 6. 9.(금) 오후 5시까지2) 접수처: 교무처 학사지원팀(학사포탈 시스템)3) 합격자 발표: 2023. 6. 29.(목)6유의사항1) 재입학 후 첫 학기는 반드시 등록하여야 하며, 일반휴학 할 수 없음2) 재입학 이전의 재학기간, 학사경고 등의 학적사항, 취득학점 및 성적을 통산함- 재입학 전 일반휴학을 모두 활용한 학생은 재입학 후 일반휴학 할 수 없음- 재학연한은 이전 이수학기를 포함하여 12학기(당초입학생 기준)이며 이를 초과하는 경우 학기초과로제적됨. 단, 학기초과로 제적되었던 학생이 재입학하는 경우 최대 16학기(3학년 편입생은 최대 8학기)까지 재학할 수 있음.- 재입학 전 학사경고 사항은 유효하며 횟수를 누적 적용함. 단, 성적불량으로 제적되었던 학생이재입학하는 경우 학사경고 1회만 받아도 제적됨3) 재입학은 1회에 한하여 허용함(재입학 합격 후 포기 시 재입학을 다시 할 수 없음)4) 재입학 합격 후 학기 개강 전까지는 계절학기를 수강할 수 없음5) 재입학 후 소속변경 할 수 없음----------------------------------------------------------------------------------------------------------------------------■ 재입학 전형 세부 일정표구분일정지원서류 접수5. 30.(화) ~ 6. 9.(금)소속대학 심의위원회 심사6. 13.(화) ~ 6. 16.(금)재입학 심의위원회 심사6. 20.(화) ~ 6. 23.(금)합격자 발표6. 29.(목)"
사학과,[학부] 2023년도 1학기 졸업앨범 촬영 일정 관련 안내,2023.04.25,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=165102&article.offset=30&articleLimit=10,"< 2023-1학기 졸업앨범 촬영 일정 안내 >1학기는 예약제가 아니며, 학과별 촬영으로 진행합니다.학과별 개인 촬영 후 단체 촬영이 있으니, 촬영 장소에 대기하여 주십시오.1. 촬영 대상 : 2023년 8월, 2024년 2월, 8월 졸업예정인 학부생▶ 2024년 2월에 발간되는 ‘2024년도 졸업앨범’ 에 수록되는 촬영입니다.2. 촬영 내용 및 장소1) 실내 : 학생회관 4층, 09:00 ~ 16:00- 실내 프로필, 학사모 사진2) 야외 : 본관(언더우드관) 앞, 10:00 ~ 16:50- 야외 프로필, 학과별 단체 사진 (학생증 지참)3. 촬영방법 : 학과별 촬영 일자에 참석하여 촬영- 사학과 : 5월 9일(화) 실내 11:00, 야외 13:004. 유의 사항-우천 예보가 있을 시,촬영 전날15시 기준으로 학교 및 세븐칼라사진 홈페이지 공지 확인- 졸업앨범비 납부에 대해 홈페이지 공지 확인- 졸업앨범 외 개인 사진 구매 시 별도 비용 발생- 현장 상황에 따라 촬영이 지연될 수 있음.- 기타문의 : 세븐칼라사진, ☎ 02-776-6666 (평일 10:00 ~ 18:00)"
사학과,2024학년도 교직과정 이수예정자 선발(4/26~5/4),2023.04.20,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=164822&article.offset=30&articleLimit=10,"2024학년도 교직과정 이수예정자 선발 전형을 아래와 같이 시행하오니 자세한 내용은 아래와 첨부파일을 참고해주시길 바랍니다.<2024학년도 교직과정 이수예정자 선발 전형 안내>가. 대상: 교직과정 설치학과 중 이수한 학기가 2,3,4학기인 자(휴학생 포함)대 학교직과정 설치학과문과대학전 학과이과대학수학, 물리, 화학, 지구시스템과학생명시스템대학시스템생물학, 생화학인공지능융합대학컴퓨터과학신과대학신학사회과학대학사회학음악대학성악, 피아노, 관현악, 작곡생활과학대학의류환경학, 식품영양학, 아동․가족학간호대학간호학나. 신청기간: 2023. 4. 26.(수) ~ 5. 4.(목)다. 신청방법: 연세포탈 → 학사행정 → 교직 → 교직이수신청 메뉴에서 온라인 지원서 작성 및 제출"
사학과,[문과대학] 2023학년도 2학기 캠퍼스내 소속변경 전형 안내,2023.04.14,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=164452&article.offset=30&articleLimit=10,1. 캠퍼스내 소속변경 원서 접수 후 지원자가 있는 경우 다음과 같은 일정으로 진행 예정이오니 참고해주시기 바랍니다.구분일정비고소속변경 지원서 접수4. 27.(목) ~ 5. 3.(수)소속대학(학과) 1차 심사5. 4.(목) ~ 5. 8(월)학사포탈 시스템을 통해 충족여부 회신1차 심사결과 발표5. 10.(수)지원대학(학과) 면접5. 17.(수)최종 합격자 발표5. 31.(수)자세한 내용은 관련 공문을 참고해주시기 바랍니다.
사학과,[대학원] 2023학년도 신동욱 해외유학 장학생 추천(~5.4.(목)),2023.04.14,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=164415&article.offset=30&articleLimit=10,"안녕하세요. 사학과 사무실입니다.문과대학으로부터 2023학년도 신동욱 해외유학 장학생 추천과 관련하여 전달받아,대상자이신 사학과 박사과정 선생님들께 이를 안내드리고자 메일드립니다.선발인원은 총2명이며, 장학금액은1년(2학기)동안 총2,000만원을 수혜받으실 수 있습니다.(매 학기별(8월, 2월)로 지급)또한 장학금을 수혜하신 분은장학금 수혜기간 종료 후3개월 이내에 연구결과보고서 또는 연구논문1편을 제출하고,학위취득 후 학위논문을 제출하셔야 합니다.관심있으신 분께서는5월 4일(목)까지문과대학 행정팀(외솔관 101-1호)으로 아래 기재된 서류들을 제출해주시면 감사드리겠습니다.관련 내용은 학과 홈페이지 공지사항에도 게시될 예정이며,자세한 사항은 아래 내용과 첨부파일을 참고해주시면 감사드리겠습니다.-------------------------------------1. 선발대상:본 대학원 박사과정 연구등록 학기에 있는 학생 중 해외 대학 및 연구기관에서1년 이상의 연구를 진행하고자 하는 학생2.심사 및 선발확정: 2023년7월3.선발인원 및 지원규모-2명(1년)_1년(2학기)동안2,000만원을 지급하되,매 학기별(8월, 2월)로 지급한다.4.지원자격가. 대한민국 국적을 보유한 자,나.학사 및 석사학위과정을 취득한 자다.본 대학원 박사과정 연구등록학기에 있는 자5.지원서류가.신동욱해외유학 장학생 지원서나.지도교수 추천서다.연구계획서 및 해외연구기관 동의확인서라.이력서마.자기소개서(연구성과 목록 첨부)바.대학 및 대학원 성적증명서,석사학위논문사.각종 입상실적 및 연구실적을 증명할 수 있는 증빙서류6. 제출기한 및 제출처 :  5월 4일(목)까지 _ 문과대학 행정팀(외솔관 101-1호)7.장학생 의무사항가.장학금 수혜자는 장학금 수혜기간 종료 후3개월 이내에 연구결과보고서 또는 연구논문1편을 제출하고,학위취득 후 학위논문을 제출하여야 한다.나.장학금 수혜자는 본교에서 최종 박사학위를 취득해야 한다.취득하지 못할 경우 장학금 전액(1년분)을 반환한다.[붙임0] 관련 공문[붙임1] 선발요강[붙임2] 지원서 서식[붙임3] 지도교수 추천서 서식[붙임4] 이력서"
사학과,[대학원] 2023 UCLA 펠로십 모집 (국학연구원),2023.04.11,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=164214&article.offset=30&articleLimit=10,"한국학전공 대학원생 펠로십 모집공고연세대학교 국학연구원과 UCLA 한국학센터는 한국학 차세대 연구역량의 양성을 위해 한국학 전공 대학원생들의 상호 교환 프로그램을 진행하기로 한 바 아래와 같이 2023학년도 해당 학생을 선발하려고 합니다.해당 대학원생들의 많은 응모를 바랍니다.1. 지원자격연세대학교 대학원에서 한국학 전공 및 한국관련 전공 재학생(인문,사회과학 전분야)2, 지원 조건- 국학연구원은 1명의 장학금 수혜자를 선발한다.(한 학기 800만원씩 1년에 1600만원의 장학금 지급)- 장학금 수혜자는 연구결과를 학술논문 형태로 발표(학위논문 포함)해야 하며, 학점 취득의무는 없다.- UCLA 체류 일정은 2023년 가을 학기(9월)부터 1년간 예정3. 제출 서류가. 지원서 1부 (붙임 1)나. 재학증명서 및 성적증명서 각 1부다. 영어공인성적표 1부 (아래 조건 중 해당하는 성적표 제출)1) TOEFL IBT 87점 or PBT 560점 (2년 이내 성적)2) IELTS 7 이상 (2년 이내 성적)라. 연구 계획서 (학위논문 계획서 대체 가능) 1부 - 한글 또는 영문마. 지도교수 추천서 1부바. 개인정보의 수집 및 이용 동의서 1부 (붙임 2)4. 제출 기한2023년 4월 11일(화)~4월 20일(목) <선발자에게는 개별통지함>5. 제출처03722 서울 서대문구 연세로 50 연세대학교 국학연구원(E-mail: yskh@yonsei.ac.kr)6. 선발과정 :서류 및 면접심사7. 문의처 :TEL. (82-2)-2123-3502 FAX. (82-2)-2123-3499"
사학과,[학부] 2023년도 1학기 대학배정 장학금 지급 내규 공지,2023.03.08,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=161425&article.offset=30&articleLimit=10,"안녕하세요. 사학과 사무실입니다.이번 2023년도 1학기 대학배정장학금 지급과 관련하여,사학과의 지급기준 내규를 공지해드립니다.자세한 사항은 아래 내용을 참고해주시면 감사드리겠습니다.감사합니다.------------------------------------------------------------------------1. 진리(성적우수)장학생1) 직전학기 성적 3.75 이상 대상자 중 성적순으로 추천- 2023-1학기의 경우 성적 우수자 다수로 성적 4.25 까지 추천2) 전체학기 평량평균을 고려하여 학기순으로 추천3) 생활 환경 및 형편을 고려하여 추천2. 자유(가계곤란) 장학생(국가장학금 지급 소득분위까지 적용)1) 국민기초생활수급자 우선 추천2) 차상위계층 우선 추천3) 생활환경 및 형편을 고려하여 추천4) 직전학기 성적 3.0 이상 대상자 중 추천을 원칙으로 함------------------------------------------------------------------------"
사학과,[대학원] 2023학년도 1학기 재학생 등록 안내,2023.02.14,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=159716&article.offset=30&articleLimit=10,2023학년도 1학기 재학생 등록 관련해 안내드립니다.
사학과,[대학원] 2023학년도 1학기 휴복학 안내,2023.02.07,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=159241&article.offset=40&articleLimit=10,"2023학년도 1학기 대학원 휴학 및 복학기간을 안내드리오니 아래 내용 및 첨부파일을 확인해주시길 바라겠습니다.가. 신청 및 승인 기간구분학생 신청기간학과 승인기간신청 및 승인 절차휴학미등록자2. 1. (수) 9:00 ~ 3. 15. (수) 17:00신청기간 동안 수시 승인학생신청(학사포탈)학과승인대학원승인등록자2. 1. (수) 9:00 ~ 5. 15. (월) 17:00*질병, 출산사유는 6.1. (목)까지 신청 가능복학1차2. 1. (수) 09:00 ~ 2. 12. (일) 17:002. 13. (월)까지수시 승인2차2. 13. (월) 09:00 ~ 2. 22. (수) 17:002. 22. (수)까지 수시 승인3차2. 23. (목) 09:00 ~ 3. 3. (금) 17:003. 3. (금)까지수시 승인* 일부 경우를 제외하고, 복학 신청은 별도 절차 없이 자동으로 승인 (붙임 1 참고)나. 참고 및 유의사항1) 신입생, 재입학생은 입학 및 재입학 후 첫 1학기 동안 휴학할 수 없음(단, 입대휴학 및 육아휴학, 그리고 건강상의 사유로 진단서를 첨부하여 신청한 일반휴학의 경우는 신청 가능)2)장학금 수혜자는 학과 또는 대학을 통해 장학금 취소(반환) 후 휴학신청 가능3) 휴학한 학기에는 자격시험 결과를 보고 및 연구계획서를 제출할 수 없음4)학사포탈에서 휴학∙복학 신청이 안되는 학생은 신청양식(붙임3, 4)을 작성하여 학과승인을 받은 후 대학원 교학팀(스팀슨관 201호)로 방문 제출 혹은 이메일(gradsys@yonsei.ac.kr)로 제출해야 함.※ 미래캠퍼스에 학과가 있는 학생은 ‘미래캠퍼스 대학원 행정지원팀’으로 제출하기 바람(문의:033-760-5032)5)학․연․산및계약학과학생은재직 기관의 승인이 있어야 휴학, 복학이 가능하며 관련증빙이 제출돼야 함"
사학과,[학부] 2023학년도 용운장학재단 장학생 선발(~2.2.),2023.01.25,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=158435&article.offset=40&articleLimit=10,"안녕하세요. 사학과 사무실입니다.용운장학재단에서 2023학년도 3학년 1학기 등록예정자를 대상으로 제 36기 장학생을 선발하오니,관심있으신 학우분들께서는 아래 내용과 첨부파일을 확인하시고 신청해주시면 감사드리겠습니다.감사합니다.------------------------------------------------------------------------가. 선발 조건:1) 2023학년도 3학년 1학기 등록 예정자2) 전 학기 평균 성적이 3.8 이상인 학생3) 국가장학금 및 교외장학금 수혜 받지 못한 학생(이중수혜자 추천 불가)나. 장학 금액:매 학기 사백만원(선발 이후 학부 2년간 장학금 수혜 예정)다. 제출 서류:1) 용운정학생 신청서/자기소개서 1부2) 개인정보 수집 이용 제공 동의서 1부3) 전 학년 성적 증명서 1부4) 증명사진(3X4) 2매기타 자세한 사항은 붙임 양식 및 재단 홈페이지 등(http://www.yongwoon.co.kr, 담당자 02-449-0091)을 참고하여 주시기 바랍니다.라. 제출 방법 : 문과대 행정실 (외솔관 101-1호)라. 유의 사항: 서류 제출 이후 장학심의위원회의 선발 심사과정에서 선발되지 않을 수 있으며, 정부 및 대학 등 기타 재단의 장학금을 수혜할 경우 장학금을 반환해야 함"
사학과,외솔관 및 위당관 대관 중지 안내 (2023.1.17.~2.17.),2023.01.18,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=158206&article.offset=40&articleLimit=10,"2023-1학기 대면 수업을 위한 강의실 점검으로 외솔관 및 위당관 대관이 중지됨을 알려드립니다.- 기간 : 2023. 1. 17.(화) ~ 2.17.(금)- 장소 : 외솔관 및 위당관 전체- 사유 : 대면수업을 위한 강의실 점검아울러 2023. 1. 16(월)까지 신청한 대관 건 중 승인된 건은 신청 내용대로 사용하실 수 있습니다.단, 이는 일반 학생들을 대상으로 한 대관 중지 입니다.학과 사무실에서 필요한 대관은 신청이 가능하니 참고 부탁드립니다."
사학과,[학부] 2023학년도 1학기 성련장학재단 신규장학생 선발,2023.01.10,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=157709&article.offset=40&articleLimit=10,"안녕하세요. 사학과 사무실입니다.성련장학재단에서 2023-1학기 2~3학년 학부생을 대상으로 장학생을 선발하오니,관심있으신 학우분들께서는 아래 내용과 첨부파일을 확인하시고 신청해주시면 감사드리겠습니다.감사합니다.--------------------------------------------------------------------------------------------------------------------1. 추천기준:1) 2023학년도 1학기 기준 2~3학년 학생 (재추천의 경우 4학년 가능)2) 2023-1학기 등록예정 학생으로 전체학기 성적이 3.30/4.30 이상인 자3)부/모 연간 소득 합산 60,000,000원 이하/ 월 건강보험료 합산 160,000원 이하/ 연간 순 재산세 합산 450,000원 이하4) 자격제한자* 8학기를 초과한 경우* 12학점 미만을 이수한 학기가 있는 경우* 기초생활수급자 또는 교환학생 및 휴학예정자는 지원불가2. 장학금액: 2023-1학기 등록금 전액3. 선발방법:학생 본인 문과대학 사무실로 장학금 신청 (~1/13(금))-> 문과대학에서 2명추천  -> 재단에서 서류 심사 및 최종 장학생 선정4. 장학금 신청 서류*모든 서류(1)~8))는 출력본(원본)으로 문과대학 사무실로 접수 (방문 또는 등기우편 기한 도착분 유효)*접수처: (03722) 서울특별시 서대문구 연세로 50, 외솔관 101-1호 문과대학사무실 장학담당자 앞1) 장학생 지원서, 추천서, 신청서, 개인정보수집동의서 각 1부. (붙임#1~4)*추천서: 추천인(지도교수 또는 수강 강의 담당 교수)당 추천학생 1명만 작성 가능 / 추천인께서 직접 작성 및 서명(도장날인)한 추천서만 접수 가능*장학금 지원서, 신청서 상 모든 사항은 빠짐없이 기재하여야 하며,특히 보호자 소득액, 주거상황, 재산현황, 가계소득, 가족사항 등은 부모 소득증빙자료, 과세증명서 등 아래 공식증빙서류를 발급받아 정확히 기재할 것.*소득 등 위 가계곤란 추천기준에 만족하지 않을 시 장학생 탈락되므로 자격요건을 정확히 확인 요망.2) Essay (자기소개, 학습계획, 진로, 장학금신청사유 등 자유양식, A4 2쪽 이내)3) 전 학년 성정증명서 1부4) 주민등록등본 1부, 가족관계증명서 1부5) 부/모의 2022년도 소득증빙자료 각 1부* 급여생활자: 급여명세서, 자영업자: 소득금액증명(세무서), 소득없는 경우: 사실증명(세무서)* 부/모의 소득증빙서류를 누락없이 모두 제출하여 주시기 바랍니다.6) 부/모의 최근 2년간 지방세 세목별 과세증명서(주민센터 발급) 각 1부7) 부/모의 건강보험증 사본 및 2022년도 1년간 건강보험료 납부 확인서 각 1부8) 기타추가서류(해당자): 부채증명서, 전월세계약서, 공인외국어성적표, 장애인증명서 등"
사학과,[학부] 2023학년도 성옥문화재단 신규 장학생 추천,2023.01.10,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=157708&article.offset=40&articleLimit=10,"안녕하세요 사학과 사무실입니다.성옥문화재단에서 2023학년도 장학생을 선발하오니,관심있으신 학우분들께서는 아래 내용을 참고하시어 신청해주시면 감사드리겠습니다.감사합니다.-----------------------------------------------------------------------------------------------------가. 선발 대상: 문과대학 3학년 1명나. 자격 요건:1) 출신 지역이 전라남도 및 광주광역시, 본적 또는 현재 5년 이상 부모의 거주지 기준2) 2022년도 부모 합산 건강장기요양 보험료 월 평균 40만원 이하 납부3) 직전학년 성적 평균 B학점 이상다. 장학금액: 2023학년도 등록금 전액라. 제출서류:1) 학과추천서 1부(개별적으로 총장 직인 날인 필요)2) 재학증명서 1부3) 성적증명서 1부4) 2022년도 건강 장기요양보험료 납부확인서(12월분까지 확인 가능할 것)5) 건강보험증 사본 1부(자격확인통보서로 대체 가능)6) 추가서류(가, 나 중 한 가지만 제출)가) 거주지 기준 지원: 주민등록등본 1부(1) 현재 기준으로 5년 이상 거주 기록이 확인 되어야 함(2) 부모와 학생이 등본에 함께 등재게 되어있지 않을 경우 가족관계증명서 첨부나) 본적지 기준 지원: 가족관계증명서 1부7) 자기소개서(자유 서술형) 1부8) 성옥장학생 신상카드 1부마. 제출기한: 2022.117(화)까지 문과대 행정팀(외솔관 101-1호)으로  서류 원본 제출바. 기타사항:1) 선정통보일: 2023.2.16.(목)2) 성옥장학금 전달식: 2023.3.10.(금) 14시 예정링크 참조https://libart.yonsei.ac.kr/libart/board/notice.do?mode=view&articleNo=157497&article.offset=0&articleLimit=10"
