department,title,date,link,context
노어노문학과,2024 2학기 노어노문학과 원어연극 동아리 M:XAT 제 2회 연극 <존경하는 옐레나 선생님>,2024.09.24,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=211839&article.offset=20&articleLimit=10,"연세대학교 노어노문학과 원어연극 동아리 M:XAT가 제2회 연극 <존경하는 옐레나 선생님>을 선보입니다.✔예매 주소:https://docs.google.com/forms/d/e/1FAIpQLSetWBadBh13SUgVDZ3WMUi3fnAVP-tyE-01sa2GIv0WW20hwg/viewform✔일시 : 10월 4일 금요일 19:0010월 5일 토요일 14:00 / 19:00✔장소 : 연세대학교 무악극장✔티켓 가격 : 3,000원✔티켓 수령 방법공연이 시작되기 1시간 전부터 학생회관 4층 엘리베이터 앞에 위치한 프론트에서 수령 가능합니다.✔좌석 안내좌석은 전석 자유석이며, 현장에서 선착순으로 좌석 지정이 진행됩니다.티켓을 수령하실 때 프론트에서 좌석번호를 티켓에 표기해드립니다.✔안내사항공연은 모두 러시아어로 진행됩니다.(한국어 자막이 제공됩니다.)주최 : 연세대학교 인문예술진흥사업단후원 : 주한러시아대사관"
노어노문학과,2024 노어노문학과 연합 학술제 개최,2024.09.10,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=210720&article.offset=20&articleLimit=10,안녕하세요 노어노문학과 사무실입니다.2024 노어노문학과 연합 학술제가 10. 11(금) 19시 고려대학교 서관 202호에서 개최됩니다.관심있는 학생은 참가하여주시면 감사하겠습니다.이상입니다.
노어노문학과,2024학년도 후기 학석사 연계과정 (~9/11),2024.09.09,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=210514&article.offset=20&articleLimit=10,모집요강 및 각종서식 다운로드 바로가기
노어노문학과,2024학년도 DB김준기문화재단 저소득층 학력우수자 지원 장학생 선발 안내 (~9/23),2024.09.09,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=210513&article.offset=20&articleLimit=10,"1. 선발 대상: 문과대학 7명2. 선발 조건가.2024년 2학기 기준 소득분위 8분위 이하 학생나. 현재 평점 평균이 3.0/4.3 이상인 학생다.  저소득층 학생 우선선발3. 장학 금액: 생활비 1백만원4. 제출 서류가. 자기소개서 (자유 양식으로 작성, 분량 A4 1장 이내)나. 성적 증명서다. 학자금 지원 구간 통지서5. 제출 기한: 2024년 9월 23일(월)까지6. 제출방법:모든 서류를 PDF 1개 파일로 제출 (파일명: DB김준기문화재단 장학 지원 _학과_이름)7. 제출처: 문과대학 행정팀장학담당자_eunangela@yonsei.ac.kr"
노어노문학과,2024- 2학기 미래인재육성재단 신규 장학생 선발 안내 (~9/23),2024.09.09,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=210512&article.offset=20&articleLimit=10,1. 선발 대상: 문과대학 2명2. 선발 조건가.  2025학년도 1학기에 2학년 1학기로 진학예정인 학생(복학 포함)나. 직전학기 백분위 성적 90/100 이상다. 소득분위 8분위 이하3. 장학 금액: 생활비 3백만원4. 제출 서류가. 지원서 (붙임파일)_ 추천인 직인은 공란나. 성적증명서 원본 (사진촬영본 금지)다. 학자금 지원구간 통지서5. 제출 기한: 2024년 9월 23일(월)까지6. 제출방법:모든 서류를 PDF 1개 파일로 제출 (파일명: 미래인재육성재단 장학 지원 _학과_이름)7. 제출처: 문과대학 행정팀장학담당자_eunangela@yonsei.ac.kr
노어노문학과,프레드릭 배크만 『오베라는 남자』 작가 초빙 특별강연 (9/9 월),2024.09.03,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=210047&article.offset=20&articleLimit=10,강연자: 프레드릭 배크만일 시: 9월 9일(월) 오후 5시장 소: 연세대학교 백양관 대강당참여대상: 관심있는 누구나 신청 가능신청방법: 연세대학교 인문예술진흥사업단 홈페이지 사업공지 참조(https://humanart.yonsei.ac.kr/) 또는 포스터 QR코드 스캔
노어노문학과,2024-2학기 인송재단 장학생 선발 안내 (~9/11),2024.09.02,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=209912&article.offset=30&articleLimit=10,1. 선발 대상: 문과대학 1명2. 선발 조건1) 2024-2학기 기준 6학기 이하 이수자2) 2025-1학기 필수 재학3) 직전학기 평량평균 백분위 점수 80점 이상4) 2024-1학기 기준 소득분위 8분위 이하3. 장학 금액: 생활비 2백만원4. 제출 서류1) 지원서 (붙임파일)_ 총장직인은 공란2) 성적증명서3) 학자금 지원구간 통지서4) 학습계획서 (붙임 작성요령 참조)5. 제출 기한: 2024년 9월 11일(수)까지6. 제출방법:모든 서류를 PDF 1개 파일로 제출 (파일명: 인송장학재단 장학 지원 _학과_이름)7. 제출처: 문과대학 행정팀장학담당자_eunangela@yonsei.ac.kr
노어노문학과,"진로계획세미나 동문초청특강 <연봉 VS 산업, 그리고 이보다 중요한 것>",2024.09.02,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=209909&article.offset=30&articleLimit=10,"2024년 9월 9일 오후 6시 <진로계획세미나>에서30만 취업 유튜브 채널 '캐치TV' 크리에이터 오주환(노문11) 동문의 특강이 진행됩니다.진로계획세미나과목의 수강생이 아니더라도, 관심 있는 학우라면 누구든지 참석 가능합니다."
노어노문학과,2024년도 해외 헌법재판기관 초청 연수 리에종(러시아어) 구인,2024.08.21,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=209190&article.offset=30&articleLimit=10,"헌법재판연구원에서 실시하는 <2024년도 해외 헌법재판기관 초청연수>에서 리에종으로 도움주실분을 구합니다.일정5일전체를 커버해주실 분을 우선적으로 선발할 예정이오나, 부분일정에 대한 지원도 가능합니다.러시아어에 능통하고, 국제 행사에 대한 감각이 있는 분들의 많은 지원 부탁드립니다.ㅇ 행사일정1. 행사명 : 2024년도 해외 헌법재판기관 초청연수2. 행사기간 : '24. 9. 23.(월) ~ 27.(금)3. 행사장소 : 헌법재판연구원(서울시 강남구 선릉로93길 35)4. 주 최 : 헌법재판연구원ㅇ 세부사항1. 모집인원 : 리에종 00명- 초청인사 : 타지키스탄 헌법재판소 직원 3명- 사용언어 : 러시아어- 급    여 : 5일간 총 75만원 / 일급 15만원 - 별도협의 가능, 교통비 포함, 중식 제공- 업무상세 :· 9월 23일(월) 8:40 ~ /공항 영접, 호텔 체크인· 9월 24일(화) ~ 27일(목) 09:00 ~19:30 / 호텔인솔, 식당인솔→ 행사 시간이 길지만,행사장 내의 통역은 전문 통역사가 담당하므로, 대부분이 실내에서 대기하는 시간입니다.· 9월 27일(금) 09:30 ~ 22:00 / 문화행사 수행 지원2. 지원자격-러시아어 능통자, 국제회의 경험자, 초청인사 영접 및 영송 경험자 우대- 나이 : 23세 ~ 29세3. 모집일정- 지원방법 : 이력서 이메일 제출 (사진 포함, 자유 양식) *hjjjs7654@ccourt.go.kr- 마감일자 : '24. 9. 8.(일)- 합격/불합격 알림: 개별 통보기타 자세한 문의사항은 이메일(hjjjs7654@ccourt.go.kr)로 주시기 바랍니다."
노어노문학과,연세대 장학금 안내,2024.08.08,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=208437&article.offset=30&articleLimit=10,
노어노문학과,윤동주기념관 근로학생 모집 공고,2024.08.06,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=208269&article.offset=30&articleLimit=10,"안녕하세요 노어노문학과 사무실입니다.학교에서 윤동주 기념관 근로학생 모집공고가 내려와 학생들에게 전파해드립니다.관심있으신 학생분께서는 아래 내용 확인하시고, 지원해주시기 바랍니다.이상입니다.조교 드림-----------------------------------------------------------------------------------------------------------윤동주기념관에서는 전시 준비와 행정 업무를 도울 근로학생을 다음과 같이 모집합니다.선발된 근로학생은 윤동주 시인 80주기 추모사업 업무와 윤동주기념관 특별전 전시 준비 보조 업무를 수행합니다.관심 있는 학생들의 많은 지원 바랍니다.1. 모집 개요○ 모집 대상 : 윤동주 시인에 관심이 있거나, 전시 관련 경험을 쌓고자 하는 연세대학교 문과대학 학부생○ 모집 기간 : 2024.8.5.(월)~8.9.(금)○ 면접 기간 : 2024.8.13.(화)○ 합격 통보 : 2024.8.14.(수)○ 모집 인원 : 1명○ 시급: 9,620원(국가근로 장학금기준)2. 선발 방법○ 지원 자격 : 문과대학 학부 휴학생(주중 매일 10시~16시 연속 근무 가능해야 함)○ 선발 방법 :가. 1차 서류 심사 (자격 요건 심사)나. 2차 면접 전형 (1차 합격자에 한해 실시)○ 지원 방법 : 문과대학 홈페이지 공지사항의 해당 공고문에서 지원서 양식을 다운받아 윤동주기념관 메일로 접수(info.museum.dongju@yonsei.ac.kr)3. 활동 개요○ 활동 기간 : 2024년 8월 ~ 2025년 2월○ 활동 장소 : 연세대학교 윤동주기념관(핀슨관)○ 활동 시간 : 평일 매일 10시~16시○ 업무 내용 : 윤동주 시인 80주기 추모사업 업무와 윤동주기념관 특별전 전시 준비 보조4. 기타○ 윤동주기념관 국가근로장학생 및 윤동주기념관 문화봉사 경력이 있는 학생을 우대합니다.○ 업무 시간은 기념관의 운영 사정에 따라 변경될 수 있습니다.○ 지원 문의 : 02-2123-2121, info.museum.dongju@yonsei.ac.kr※ 붙임 : 윤동주기념관 근로학생 모집지원서 및 개인정보 제공 동의서 1부."
노어노문학과,김희경유럽정신문화장학재단 학부 장학생 추천 (~7/16까지),2024.07.04,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=198152&article.offset=30&articleLimit=10,"안녕하세요 노어노문학과 사무실입니다.김희경유럽정신문화장학재단에서 장학생 추천의뢰가 들어와 학부생들에게 전달해드립니다.관심있는 학생은 아래의 양식 준비하여 문과대 담당자(이메일 : eunangela@yonsei.ac.kr)로 보내주시면 되겠습니다.※ 관련 학교 공지사항 :https://libart.yonsei.ac.kr/libart/board/notice.do?mode=view&articleNo=198106--------------------------------------------------1. 선발 대상: 문과대학 1명2. 선발 조건1) 유럽 인문학(어학,문학,철학) 전공자 (영어/영문학 제외)2) 경제사정이 가장 어려운 학생3) 타 장학금을 받지 않는 학생4) 기존에 수혜받았던 학생은 지원 불가5) 비유럽권 어문학 주전공자 지원 불가6) 직전학기, 2024-2학기 휴학생 및 교환학생 불가7) 2024-2학기 4학년 지원 불가3. 장학 금액: 등록금 전액 + 생활비(2백만원)4. 제출 서류1) 지원서(붙임파일 1)2) 자기소개서(붙임파일 2)(A4용지 12포인트, 5매 내외)3) 개인정보동의서(붙임파일 3)4) 재학증명서5) 성적증명서6) 학자금 지원구간 통지서7) 지도교수 또는 학과장 추천서5. 제출 기한: 2024년 7월 16일(화)까지6. 제출방법: 모든 서류를 PDF 1개 파일로 제출 (파일명: 김희경장학재단 장학 지원 _학과_이름)7. 제출처: 문과대학 행정팀 장학담당자 (이메일 : eunangela@yonsei.ac.kr)"
노어노문학과,노어노문학과 원어연극동아리 <М:ХАТ> 희곡의 밤 - 7월 4일(목),2024.07.02,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=192617&article.offset=30&articleLimit=10,"안녕하세요, 연세대학교 노어노문학과 원어연극동아리 <М:ХАТ>입니다.7월 4일(목) 17시, 위당관 B05호에서 류드밀라 라쥬몹스까야(Людмила Николаевна Разумовская)의<존경하는 옐레나 선생님(Дорогая Елена Сергеевна)> 특강과 작품 토론이 진행됩니다.해당 특강은 23-1학기에 <러시아문학의이해>를 강의하셨던 김진영 교수님과, 본교 졸업 후 경희대학교 러시아어학과에서 강의하고 계시는 안지영 교수님께서 진행해주십니다.행사는 2부로 구성되어 있습니다. 1부에서는 안지영 교수님께서 <포스트소비에트 연극의 이해>라는 주제로 특강을 진행해주시고, 2부에서는 김진영 교수님, 안지영 교수님과 함께 작품에 관한 자유 토론을 진행할 예정입니다.동아리원이 아니어도 누구나 참여할 수 있으니, 노어노문학과 학우 여러분의 많은 관심과 참여 바랍니다.*원활한 행사 진행을 위해, <존경하는 옐레나 선생님> 희곡 정독 또는 영화(1988, 러시아어) 시청 후 작품의 내용을 숙지한 상태로 참석해주시기 바랍니다. 희곡 파일과 영화 링크는 하단에 첨부하였습니다.**문의:인스타그램 @ysrusplay이메일ysrusplay@gmail.com*영화 링크https://www.youtube.com/watch?v=HI3A1uhnK_k*희곡(첨부)"
노어노문학과,2024-2학기 성련장학재단 장학생 추천 _ 2024.7.15.(월) 까지,2024.07.01,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=192549&article.offset=30&articleLimit=10,"1. 선발 대상: 문과대학 2명2. 선발 조건1) 2024년 2학기 기준 2,3학년2) 소득 분위 7구간 이하3) 총 평량평균 3.3/4.3 이상4) 이수학점이 12학점 미만인 경우가 없는 학생3. 장학 금액: 2024-2학기 등록금 전액4. 제출 서류1) 재단공통서식(추천인 항목은 추천인이 직접 작성하고 서명해야 함))2) 자기소개서(A4 2매이내, 글자크기 11포인트)- 내용 : 자기소개,  학습계획, 졸업 후 진로계획, 장학금 신청사유 등을 포함하여 기재3) 전체 학년 성적 증명서4) 주민등록등본5) 가족관계증명서6) 학자금 지원구간 통지서(2024학년도 1학기 기준)7) 부/모의 2023년도 소득 증빙자료-급여 생활자: 급여명세서(근무지 발급)-자영업자: 소득 금액증명원(세무서 발급)-소득이 없는 경우: 사실증명원(세무서 발급)5. 제출 기한: 2024년 7월 15일(월)까지6. 제출방법: 모든 서류를 PDF 1개 파일로 제출 (파일명: 성련장학재단 장학 지원 _학과_이름)7. 제출처: 문과대학 행정팀 장학담당자_eunangela@yonsei.ac.kr"
노어노문학과,"비교문학협동과정 여름방학 <외국어 고전 특강> (독일어, 프랑스어)",2024.06.25,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=192152&article.offset=30&articleLimit=10,"1) 대상: 연세대학교 대학원생 및 학부생 누구나2) 일정 :- 독일어: 2024.7.16부터 매주 화요일 오후 1:30~4:30 (총5회)- 프랑스어: 2024.7.18부터 매주 목요일 오호 1:30~4:30 (총5회)3) 장소: 외솔관 623 호4) 강의 내용 :- 독일어: 페터 한트케의 <관객모독>, <소망없는 불행>, <아이 이야기> <베를린 천사의 시>- 프랑스어: 알베르 카뮈의 <페스트>5) 강사:- 독일어: 이하늘 선생님- 프랑스어: 박언주 선생님6) 신청 방법: 사전 신청 불필요, 수강료 무료7) 기타 문의:complit@yonsei.ac.kr8) 주최: 연세대학교 비교문학협동과정, 연세대학교 인문예술진흥사업단"
노어노문학과,2024 중앙대학교 국제대학원 한러전문통번역학과 <통번역 멘토링 프로그램>,2024.06.25,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=192125&article.offset=30&articleLimit=10,
노어노문학과,청년 국가기술자격 응시료 지원사업 안내,2024.06.18,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=191753&article.offset=40&articleLimit=10,국가 기술 자격 응시 수수료 지원 사업을 실시하고 있습니다.자세한 사항은 첨부파일을 참고해 주시기 바랍니다.감사합니다.
노어노문학과,국회의원 김희정 연사 초청 특강 <독일의 저출생 정책이 갖는 시사점과 한국의 인구문제 대책>,2024.06.12,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=191327&article.offset=40&articleLimit=10,
노어노문학과,2024-1학기 학부전공 기말시험 일정 안내,2024.06.12,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=191317&article.offset=40&articleLimit=10,"<2024-1학기 학부전공 기말시험 일정 안내>담당교수님의 공지가 없을 경우, 시험장소는 강의실과 동일합니다."
노어노문학과,2024년 소수집단학생 이타겟 비교과 프로그램 여름방학 신청 안내,2024.06.11,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=191198&article.offset=40&articleLimit=10,"서울신학대학교에서 주관하는 소수집단 학생을 돕는 비교과 여름방학 프로그램 이타겟을 소개드립니다.신청하시고 싶은 학우분들이 계시면 slavic@yonsei.ac.kr 로학번, 연락처, 성함, 메일주소를 적어 보내주세요."
노어노문학과,"캠퍼스내/졸업예정자 복수전공, 연계전공 신청 알림",2024.06.11,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=191174&article.offset=40&articleLimit=10,"1. 우리학교 캠퍼스내/졸업예정자 복수전공, 연계전공 신청 공고를 올립니다.관심이 있는 학우분들께서 참조하시면 좋겠습니다.구분전형일정지원서 접수캠퍼스내 복수전공졸업예정자 복수전공연계전공6. 24.(월) ~ 6. 28.(금)서류 심사캠퍼스내 복수전공연계전공7. 10.(수) ~ 7. 16.(화)면접 심사졸업예정자 복수전공7. 18.(목)합격자 발표캠퍼스내 복수전공졸업예정자 복수전공연계전공7. 31.(수)"
노어노문학과,상트페테르주립대학 제공 온라인 러시아어 클래스 신청 안내 (~6/20),2024.06.11,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=191172&article.offset=40&articleLimit=10,"안녕하세요.상트페테르주립대학에서 우리학교 국제처를 통해 온라인 러시아어 클래스 수강생을 모집하고 있습니다.하단에 관련 정보를 참고하니 읽어보시고 신청하고자 하는 학우분께서는1) 학생 영문명2) 학생 메일주소3) 선택 과정 (4 classes per week 또는 10 classes per week)4) 대략적인 러시아어 레벨: beginner (0-A1), conversational (A2-B1), advanced (B2-C1).를 적어, slavic@yonsei.ac.kr로 6월 20일 목요일까지 보내주세요.감사합니다.Free Russian Course1. 지원 인원: 최대 5명 추천 가능. 희망자 많을 시 증원 검토 가능2. 수업 방식: Zoom class3. 수업 기간: from September 2024 till January 20254. 수업 옵션:1) 4 classes per week, 90 minutes each (usually the classes take place twice a week, during the day (Moscow time), 3 hours each with a small break in the middle).2) 10 classes per week, 90 minutes each (usually the classes take place every day from Monday till Friday, during the day (Moscow time), 3 hours each with a small break in the middle).5. 학점 인정 불가6. 지원 시 필요 정보:1) 학생 영문명2) 학생 메일주소3) 선택 과정 (4 classes per week 또는 10 classes per week)4) 대략적인 러시아어 레벨: beginner (0-A1), conversational (A2-B1), advanced (B2-C1)."
노어노문학과,2024 여름방학 러시아어 튜터링 (접수기간: ~6/28금),2024.06.03,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=190509&article.offset=40&articleLimit=10,"방학동안 여러분의 러시아어 실력을 한 단계 끌어올려 줄 튜터링 프로그램을 소개합니다.모든 수업은 비대면으로 진행됩니다. 신청은 2024. 6. 28. 금요일 15시까지 입니다.수업계획서를 첨부해두었으니, 관심있는 학우분께서는 확인해주시면 되겠습니다.<과목별 신청링크>초급문법반:https://forms.gle/KBpvnNLVCwCSWGCx7토르플1단계반(문법,독해):https://forms.gle/Ka9jdF9PazBownFY9인텐시브 회화반:https://forms.gle/EPZ9VhsM3oFAN4Yu7※ 토르플1단계반 개강일이7월9일(화)로 변경되었습니다.- 개강일 : 2024.7.9.(화)- 종강일 : 2024.8.6.(화)- 휴강일 : 2024.7.16.(화)※ 마감일 이후 신청을 희망할 경우학과사무실로 문의바랍니다."
노어노문학과,2024 인문인 하계 인턴십 지원 프로그램 안내(학부&대학원),2024.05.31,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=190458&article.offset=40&articleLimit=10,"<문과대학 학부&대학원생을 위한2024인문인 하계 인턴십 지원 프로그램>○ 지원 대상: 서울캠퍼스(신촌, 국제) 문과대학 제1전공 학부 대학생&대학원생○지원 내용: 여름 방학(7,8월) 중 유망 스타트업*중기업 인턴 우대 채용○근무 기간: 2024년 7월 1일 ~ 8월 23일, 총 8주○지원금 및 급여- 학부 최소 350만원 이상- 대학원 최소 440만원 이상○모집 기간- 접수:~ 2024.6.10.- 서류 및 면접 심사: 2024.6.11. ~ 2024.6.23. (각 기업별 상이)- 최종 합격자 발표: 2024.6.25. (각 기업별 상이)(위 일정은 계획이며 학사일정 및 기업 내부 일정상 변경될 수 있음)○신청 방법- 연세대 인문예술진흥사업단 홈페이지(humanart.yonsei.ac.kr) 공지사항 확인 후제출 서류를 준비하여 인문예술진흥사업단 이메일(humanart@yonsei.ac.kr)로 접수기타 자세한 내용은 아래 이미지 및 첨부된 파일을 참조해주시기 바랍니다."
노어노문학과,2024 윤동주문학제 <제10회 전국 윤동주창작음악제>,2024.05.29,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=190287&article.offset=40&articleLimit=10,"● 공모내용: 윤동주 시인의 시를 가사로 하는 자유로운 창작곡 경연1) 대    상: 개인 또는 단체(나이, 학력, 국적 제한 없음)2) 접수기간: 2024. 7. 22.(월) ~ 8. 23.(금) 자정까지3) 접수방법: 윤동주문학관 이메일(yoondongju@jfac.or.kr)4) 제출자료: 지원서류 1부, 음원(mp3) 또는 연주 동영상(mp4)● 문의: (재)종로문화재단 문화기획부 담당자(02-6203-1142)"
노어노문학과,2024-2026년 KOICA청년중기봉사단 해외파견(사회)봉사단 모집,2024.05.29,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=190265&article.offset=40&articleLimit=10,봉사단 모집 공고는 아래 (사)한국국제개발협력센터 홈페이지에서도 확인 가능합니다.[2024-2026 KOICA청년중기봉사단 모집]https://www.kidc.or.kr/18/?idx=22432662&bmode=view
